id,equipment_type,inspection_type,serial_number,expiry_date,status,capacity_ton,leg,location,created_at
54becdbb-ba75-4183-bc29-511b691ccc67,Trailer,MPI,TL-401,2026-05-20,Valid,"","",YARD,"2026-04-18 11:15:20.569001+00"
8cc83666-5e66-47bf-b736-d617d186e58c,Trailer,MPI,TL-411,2026-09-30,Valid,"","",YARD,"2026-04-18 11:15:20.569001+00"
b77c73e5-673b-4319-82a4-a529a744ba35,"Air Tank",MPI,PP-723,2026-10-22,Valid,"","",YARD,"2026-04-18 11:15:20.569001+00"
e25d483e-96c6-403e-be5f-fed1b7acc741,"Air Tank",MPI,PP-722,2027-01-24,Valid,"","",YARD,"2026-04-18 11:15:20.569001+00"
42907bd7-709c-42ed-9822-27cebbe7eff3,"Air Tank",MPI,PP-724,2027-03-30,Valid,"","",YARD,"2026-04-18 11:15:20.569001+00"
ef7e4a74-9a8e-418d-8e09-29b1931c6c5a,"Air Tank",MPI,PU-12,2026-08-10,Valid,"","",YARD,"2026-04-18 11:15:20.569001+00"
af3d43c2-c490-4970-aecf-bde9fc02a905,"Air Tank",MPI,PU-26,2026-07-23,Valid,"","",YARD,"2026-04-18 11:15:20.569001+00"
62c032c6-f937-40d5-8bd9-e293ddfb2796,"LUBE TANK",MPI,WR-9,2026-09-02,Valid,"","",YARD,"2026-04-18 11:15:20.569001+00"
377707fb-7882-4778-a4a1-3847717b66ce,"Air Tank",MPI,WR-12,2027-02-25,Valid,"","",YARD,"2026-04-18 11:15:20.569001+00"
d5b715eb-b64f-49f7-80f8-41fd0fd2d43b,"Air Tank",MPI,WR-47,2027-02-03,Valid,"","",YARD,"2026-04-18 11:15:20.569001+00"
7e7f5cf6-9f74-485b-aca3-3f221cfff803,"Air Tank",MPI,WR-50,2026-11-01,Valid,"","",YARD,"2026-04-18 11:15:20.569001+00"
d4c40b43-fe16-46b7-8342-c9c3ec4f449d,"LUBE TANK",MPI,WR-50,2026-09-03,Valid,"","",YARD,"2026-04-18 11:15:20.569001+00"
6453172f-bef3-4197-a1e1-1ec1208877f5,"Air Tank",MPI,WR-51,2026-11-01,Valid,"","",YARD,"2026-04-18 11:15:20.569001+00"
bf47dd65-d97b-4995-9ff7-0caf63ca6b7c,"LUBE TANK",MPI,WR-52,2026-09-02,Valid,"","",YARD,"2026-04-18 11:15:20.569001+00"
35e15104-c49f-4ecc-ae57-3aac5e94ec8b,"Air Tank",MPI,NU-411,2026-10-22,Valid,"","",YARD,"2026-04-18 11:15:20.569001+00"
ca256f58-28a0-417c-bb49-78b67557d2ad,"Air Tank",MPI,NU-416,2026-11-01,Valid,"","",YARD,"2026-04-18 11:15:20.569001+00"
91c3c3e1-a892-435f-b52c-b7966ac6ac71,MOTOR,MPI,WR-12,2027-02-25,Valid,"","",YARD,"2026-04-18 11:15:20.569001+00"
c402ef5b-d9d3-422d-a9b0-587e41648c91,SHAFT,MPI,NU-411,2026-10-22,Valid,"","",YARD,"2026-04-18 11:15:20.569001+00"
1d1d6fd9-88b1-4128-9300-64c5a020ad32,SHAFT,MPI,NU-410,2026-05-14,"Expiring Soon","","",YARD,"2026-04-18 11:15:20.569001+00"
77b0e289-c4ea-4c9c-8ff8-89492b2a099c,SHAFT,MPI,PP-723,2026-10-13,Valid,"","",YARD,"2026-04-18 11:15:20.569001+00"
3cb170a9-7dfd-45db-a276-44d09fd52b99,SHAFT,MPI,PP-724,2026-10-29,Valid,"","",YARD,"2026-04-18 11:15:20.569001+00"
50f260ae-5fde-4759-aa48-044ef8d16829,"N2 Tank",MPI,"OHS 360",2027-01-06,Valid,"","",YARD,"2026-04-18 11:15:20.569001+00"
3b7ae283-754d-4698-947a-7063354b90ee,"N2 Tank",MPI,"OHS 522",2026-09-13,Valid,"","",YARD,"2026-04-18 11:15:20.569001+00"
7af05c24-b59d-4a3f-be62-f19a0e87ce0a,"N2 Tank",MPI,OHS-348,2026-08-25,Valid,"","",YARD,"2026-04-18 11:15:20.569001+00"
4e72ee57-90ba-4e35-b6ed-626cda9e2030,"N2 Tank",MPI,OHS-568,2026-12-01,Valid,"","",YARD,"2026-04-18 11:15:20.569001+00"
2112315b-2a0a-41e4-b36b-be1351e044de,"N2 Tank",MPI,AI2812,2026-08-25,Valid,"","",YARD,"2026-04-18 11:15:20.569001+00"
ca45f1e6-6fec-4393-955f-765bb153b9dc,"N2 Tank",MPI,OHS-326,2026-08-25,Valid,"","",YARD,"2026-04-18 11:15:20.569001+00"
550a39ff-21b2-4c3f-b832-3acb9646f9ff,"N2 Tank",MPI,OHS-675,2026-08-25,Valid,"","",YARD,"2026-04-18 11:15:20.569001+00"
aae6be9b-ef72-49dc-a6f3-36d0631b90b3,"N2 Tank",MPI,OHS-715,2026-09-10,Valid,"","",YARD,"2026-04-18 11:15:20.569001+00"
db2a9f11-0962-440e-a360-9309740189b9,"N2 Tank",MPI,OHS-771,2026-08-25,Valid,"","",YARD,"2026-04-18 11:15:20.569001+00"
612f3639-b690-4bef-80ba-6a0518bd5187,"N2 Tank",MPI,OHS-567,2026-08-25,Valid,"","",YARD,"2026-04-18 11:15:20.569001+00"
84a6a258-7f4d-4c12-8e57-100ae3c28e55,"N2 Tank",MPI,OHS-716,2026-08-25,Valid,"","",YARD,"2026-04-18 11:15:20.569001+00"
1fd470d5-6115-4f84-8fda-6dab3e77e4a9,"N2 Tank",MPI,OHS-603,2026-08-23,Valid,"","",YARD,"2026-04-18 11:15:20.569001+00"
7625aef0-274d-49b2-989f-eaad196bf183,"N2 Tank",MPI,OHS-537,,Expired,"","",YARD,"2026-04-18 11:15:20.569001+00"
5189bb4f-b905-487e-943c-af6be8a20d0c,"N2 Tank",MPI,OHS-213,2027-02-04,Valid,"","",YARD,"2026-04-18 11:15:20.569001+00"
b259f801-06b6-4cfc-b0fe-b2072eeede81,"Batch Mixer",MPI,BM-15-074,2027-02-25,Valid,"","",YARD,"2026-04-18 11:15:20.569001+00"
087078be-7916-4e50-9ece-4b27fa9eec60,"Air Tank",MPI,BM-15-074,2027-03-30,Valid,"","",YARD,"2026-04-18 11:15:20.569001+00"
2a5fea86-2912-4549-a32b-4a212e1b3d23,Sling,"Visual Inspection",MF-109,2026-06-08,Valid,18,4,N2-415,"2026-04-18 11:15:20.569001+00"
70a881da-100b-476b-87ba-e023b344b0e1,Sling,"Visual Inspection",NPS-2565,2026-04-17,Expired,18,4,N2-406,"2026-04-18 11:15:20.569001+00"
0d1ac1f3-4d68-44f0-a671-376492c21174,Sling,"Visual Inspection",NPS-1855,2025-06-13,Expired,18,4,OHS-727,"2026-04-18 11:15:20.569001+00"
0f3f6f7c-4d08-46a2-b43a-be60ca90a51b,Sling,"Visual Inspection",NPS-351,2026-02-25,Expired,"",4,"","2026-04-18 11:15:20.569001+00"
c5241714-70c6-4e26-a2cb-ee34fbaa9f62,Sling,"Visual Inspection",NPS-2141,2026-07-24,Valid,"",4,CC-722,"2026-04-18 11:15:20.569001+00"
1fd264d0-5d69-4aab-ad25-8746949681f0,Sling,"Visual Inspection",NPS-3430,2026-05-25,Valid,1.8,2,"","2026-04-18 11:15:20.569001+00"
11fd77dd-329d-4905-99f5-ea9d2bce54fe,Sling,"Visual Inspection",NPS-2741,2026-04-14,Expired,"",4,OHS-936,"2026-04-18 11:15:20.569001+00"
64a96397-c5cc-4c1d-8548-88c22f56f2e9,Sling,"Visual Inspection",GOHS-027,2026-06-08,Valid,18,4,OHS-186,"2026-04-18 11:15:20.569001+00"
9c4e3ded-c83d-4639-9eb7-f542bc524098,Sling,"Visual Inspection",GOHS-61,2026-06-01,Expired,18,4,OHS-510,"2026-04-18 11:15:20.569001+00"
f8ddbd7d-6344-43a3-96bf-5f7dad6113b1,Sling,"Visual Inspection",NPS-186,2026-08-06,Valid,18,4,OHS-218,"2026-04-18 11:15:20.569001+00"
0b40af64-8370-4eef-9668-73693045ff07,Sling,"Visual Inspection",NPS-9138,2026-07-06,Valid,18,4,OHS-568,"2026-04-18 11:15:20.569001+00"
3f0a1be3-6ae0-406a-94f4-2681c5552e9f,Sling,"Visual Inspection",GOHS-044,2026-03-10,Valid,18,4,OHS-602,"2026-04-18 11:15:20.569001+00"
24836af7-52cd-4112-9484-c2c72d2d457b,Sling,"Visual Inspection",MF-163,2026-03-10,Valid,18,4,OHS-672,"2026-04-18 11:15:20.569001+00"
9e5049ae-f4a8-42b2-a4e9-228115cf3f8e,Sling,"Visual Inspection",NPS-3751,2026-03-10,Valid,18,4,OHS-729,"2026-04-18 11:15:20.569001+00"
c3fddf63-6cb2-41f1-a197-adef23f288ce,Sling,"Visual Inspection",AS-73661,2026-03-08,Valid,18,4,OHS-772,"2026-04-18 11:15:20.569001+00"
48b18309-9d6a-4c5c-9f69-d75fb6c73d0f,Sling,"Visual Inspection",NPS-3784,2026-08-06,Valid,26,4,ST-03,"2026-04-18 11:15:20.569001+00"
5aedb610-b53d-4aec-b61d-55babe2cdc41,Sling,"Visual Inspection",AZ-563,2026-08-02,Expired,9,4,TB-716,"2026-04-18 11:15:20.569001+00"
c74d4818-acb5-4dcb-a4ec-6d514f214b13,Sling,"Visual Inspection",AZ-9133,2026-02-28,Expired,2.1,1,"","2026-04-18 11:15:20.569001+00"
b835533e-b1cc-44c4-86e0-86169224c7a8,Trailer,MPI,TL-007,2026-09-30,Valid,"","",CT-724,"2026-04-18 11:15:20.569001+00"
3f3521cf-5baf-4790-a549-1e836116b744,Chain,"Visual Inspection",NPS-3950,2026-10-19,Expired,3.15,1,Yard,"2026-04-18 11:15:20.569001+00"
02dd07e3-95cf-4778-a0bc-596a4add3003,Chain,"Visual Inspection",NPS-3272,2026-10-19,Expired,3.15,1,Yard,"2026-04-18 11:15:20.569001+00"
78920b99-ced6-4c8a-9873-959ace69b85d,Chain,"Visual Inspection",NPS-2821,2026-10-19,Expired,3.15,1,Yard,"2026-04-18 11:15:20.569001+00"
